step,fitness,genome
0,0.2535933754922121,"[1 1 0 1 1 1 1 1 0 0 1 0 1 1 0 1 1 1 1 0 0 0 0 1 0 1 0 1 1 1 1 1 1 0 1 0 0 1 1 0]"
0,0.2810956636138169,"[1 1 1 0 0 0 0 1 0 1 1 1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 0 0 0 0 1 0 1 1 0 0 0 1 0 0]"
0,0.859209817456516,"[1 1 1 1 1 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 1 1 0 0 1 1 0 1]"
0,0.251291265303635,"[1 1 0 1 1 1 1 0 1 1 1 1 1 0 0 1 1 1 0 0 1 1 0 1 0 0 1 0 0 1 1 0 0 0 0 1 0 1 1 1]"
0,0.251291243808026,"[1 1 0 1 1 1 1 0 1 1 1 1 1 0 0 1 1 1 0 0 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 1 1 1]"
0,0.014329657459755958,"[1 0 1 0 0 1 1 1 0 1 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 1 1 1 0 1 1 1 0]"
0,0.6149070452513863,"[1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 0 1 0 1 0 1 0 1 1 0 0 1 1 0 1 1 1 1 0 1 0 0 1 1]"
0,0.2613612066015891,"[1 1 0 1 1 1 1 1 1 1 0 1 1 0 1 0 1 0 0 0 0 1 0 1 0 1 0 1 1 0 1 1 0 1 0 1 0 0 1 0]"
0,0.18078174197146785,"[1 1 0 1 0 1 1 1 1 1 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 1 0 1 0 1 1 0 0 1 0 0 0 1 0 0]"
0,0.020831361815744683,"[1 0 1 0 1 1 0 1 1 1 0 1 0 0 1 1 0 0 1 0 0 1 0 1 1 1 1 0 1 0 0 1 1 1 0 1 0 1 1 0]"
0,0.20026498055020123,"[1 1 0 1 1 0 0 1 1 1 1 1 1 0 0 0 1 1 0 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1]"
0,0.501648856715056,"[1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 1 0 1 1 0 0 0 1 0 1 0 0 0 0 1 1 1 1 0 1 0 1 1 0 1]"
0,0.01978620819606472,"[1 0 1 0 1 1 0 0 1 1 1 0 1 1 1 0 1 0 1 0 1 1 0 1 1 1 1 1 0 1 0 0 1 1 0 1 0 0 0 1]"
0,0.3889348116846161,"[1 1 1 0 1 0 0 0 1 1 1 0 1 1 1 0 0 1 1 0 0 0 1 0 1 0 0 0 0 1 0 1 1 0 1 0 1 0 0 1]"
0,0.25331900221770853,"[1 1 0 1 1 1 1 1 0 0 1 0 0 1 1 1 1 0 1 1 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0]"
0,0.5824898478256332,"[1 1 1 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 1 1 0 1 1 1 1 0 0 1 1]"
0,0.9905567100910356,"[1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 1 1 0 1 1 0 0 1 0 0 0 0 1 1 1 0 1 1 0 0 0 1 0 0]"
0,0.5597853338680039,"[1 1 1 1 0 0 0 1 1 0 0 1 0 0 0 1 1 1 0 0 1 0 1 1 0 1 0 1 1 0 1 0 1 0 0 0 0 0 1 0]"
0,0.020831361815744683,"[1 0 1 0 1 1 0 1 1 1 0 1 0 0 1 1 0 0 1 0 0 1 0 1 1 1 1 0 1 0 0 1 1 1 0 1 0 1 1 0]"
0,0.3868526682215717,"[1 1 1 0 1 0 0 0 1 1 0 0 1 1 1 0 0 1 1 0 0 0 1 0 1 0 0 0 0 1 0 1 1 0 1 0 1 0 0 1]"
0,0.251291243808026,"[1 1 0 1 1 1 1 0 1 1 1 1 1 0 0 1 1 1 0 0 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 1 1 1]"
0,0.3889348116846161,"[1 1 1 0 1 0 0 0 1 1 1 0 1 1 1 0 0 1 1 0 0 0 1 0 1 0 0 0 0 1 0 1 1 0 1 0 1 0 0 1]"
0,0.27954130099710567,"[1 1 1 0 0 0 0 1 0 1 0 1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 0 1 0 0 1 0 1 1 0 0 0 1 0 0]"
0,0.5191409079226765,"[1 1 1 0 1 1 1 1 1 1 0 0 0 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 1]"
0,0.1807814862607488,"[1 1 0 1 0 1 1 1 1 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 1 0 1 1 0 0 1 0 0 0 1 0 0]"
