step,fitness,genome
0,0.016891478370253083,"[1 0 1 0 1 0 1 0 0 0 1 1 0 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 0 1 1 1 1 1 0 1 1 1 0 0]"
0,0.5133096410915334,"[1 1 1 0 1 1 1 1 0 1 1 1 1 1 0 0 0 0 0 1 1 0 1 0 0 0 1 0 1 0 1 0 0 1 0 1 1 1 0 1]"
0,0.04148625914351617,"[1 0 1 1 1 0 1 0 0 0 1 1 1 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 1 1 1 0 1 1 0 1 1 0 1 1]"
0,0.3087146461728062,"[1 1 1 0 0 0 1 1 1 0 0 1 1 1 0 0 1 0 1 1 1 1 1 0 0 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1]"
0,0.01919789526324811,"[1 0 1 0 1 1 0 0 0 1 1 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 1 0 0 0 1 1]"
0,0.001100610201380873,"[1 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 1 1 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 1 1 1 1 0]"
0,2.279107137953686e-06,"[0 1 0 0 0 1 0 1 1 1 0 1 0 0 1 1 0 1 1 0 1 1 0 1 0 0 0 1 1 0 0 1 1 0 1 1 1 0 1 1]"
0,0.5119715935236953,"[1 1 1 0 1 1 1 1 0 1 1 0 1 1 0 0 0 0 0 1 1 0 1 0 0 0 1 0 1 0 1 0 0 1 0 1 1 1 0 1]"
0,0.6380242058213947,"[1 1 1 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 1 1 0 0 1 1 0 0 1]"
0,0.8995922957748375,"[1 1 1 1 1 1 0 1 0 1 0 0 1 1 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 1]"
0,0.5633029763824116,"[1 1 1 1 0 0 0 1 1 0 1 1 1 0 0 0 1 0 0 0 1 0 1 1 1 0 1 1 0 1 0 1 1 1 0 1 1 0 0 0]"
0,1.2228534856917874e-05,"[0 1 0 1 0 0 1 0 1 0 0 1 1 0 0 1 0 1 1 1 1 0 0 0 1 0 1 1 0 0 1 1 0 1 1 0 1 1 1 1]"
